"id","sortNumber","publicAccess","objectNumber","area","areaTC","category","categoryTC","archivalLevel","archivalLevelTC","title","titleTC","displayDate","displayDateTC","beginDate","endDate","dimension","dimensionTC","dimensionElement","dimensionUnit","dimensionWidth","dimensionHeight","dimensionDepth","medium","mediumTC","creditLine","creditLineTC","constituents","constituentsRole","constituentsRoleTC","images","colorPredominant","color-red","color-gray","color-blue","color-black","color-teal","color-brown","color-orange","color-white","color-green","color-yellow","color-pink","color-purple","ArtistGroupsAndMovementsTitle","ArtistGroupsAndMovementsTitleTC","ArtistGroupsAndMovementsDescription","ArtistGroupsAndMovementsDescriptionTC","ArtistGroupsAndMovementsTimeline","ArtistGroupsAndMovementsBeginDate","ArtistGroupsAndMovementsEndDate","ArtistGroupsAndMovementsDisplayDate","ArtistGroupsAndMovementsPublicAccess"
2086,"2012  1314",true,"2012.1314","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Flight Plan CH-53","CH-53 飛行計劃","1997","1997",1997,1997,"overall: 158 × 119 × 2 cm","整體︰158 × 119 × 2 厘米","overall","cm",119,158,2,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[561]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting a grey helicopter in the upper half hovering over orange mountains with green and blue peaks against an orange background. The helicopter tilts downwards, showing the top of its rotor. A dark green river winds between green banks at the foot of the mountains.""]","[{""color"":""#BA6300"",""value"":36.4},{""color"":""#2E2F33"",""value"":14.3},{""color"":""#5C6066"",""value"":8.8},{""color"":""#45955F"",""value"":8.3},{""color"":""#344E33"",""value"":6.2},{""color"":""#955C0E"",""value"":5.1},{""color"":""#6A6F73"",""value"":2.8},{""color"":""#356498"",""value"":2},{""color"":""#4A7648"",""value"":2},{""color"":""#6F552A"",""value"":2},{""color"":""#355F80"",""value"":1.8},{""color"":""#625A57"",""value"":1.3},{""color"":""#2F3433"",""value"":1.2},{""color"":""#3C3937"",""value"":1},{""color"":""#76573E"",""value"":0.9},{""color"":""#394029"",""value"":0.9},{""color"":""#4A4227"",""value"":0.8}]",0,12.9,3.8,16.5,0,46,40.2,0,16.5,0,0,0,,,,,,,,,
2087,"2012   327",true,"2012.327","[""Visual Art""]","[""視覺藝術""]","[""Installation"",""Print"",""Video""]","[""裝置藝術"",""版畫"",""錄像""]",,,"Y2K","Y2K","1999","1999",1999,1999,"sheet: 395.9 × 289.4 cm; duration: continuous","紙本︰395.9 × 289.4 厘米; 影片長度︰連續時長","sheet","cm",289.4,395.9,,"inkjet print and single-channel digital video (colour, silent)","噴墨印相及單頻道數碼錄像 （彩色、無聲）","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[175]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#DADCE7"",""value"":40.4},{""color"":""#757582"",""value"":23.4},{""color"":""#DAD2D2"",""value"":12.6},{""color"":""#3C3843"",""value"":6.1},{""color"":""#DBD5DA"",""value"":4.6},{""color"":""#1D1E2B"",""value"":4.6},{""color"":""#1B131E"",""value"":2.7},{""color"":""#7C727B"",""value"":1.4}]",0,24.7,0,13.5,0,0,0,57.7,0,0,0,0,,,,,,,,,
2088,"2012     5",true,"2012.5","[""Visual Art""]","[""視覺藝術""]","[""Book/Periodical""]","[""書籍/期刊""]",,,"Six Small Turntables","六走向的小轉盤","1989","1989",1989,1989,"overall (closed): 18 × 59 × 44 cm; overall (open): 57 × 44 × 77 cm","整體 （合上）︰18 × 59 × 44 厘米; 整體 （打開）︰57 × 44 × 77 厘米","overall","cm",59,18,44,"leather case, ink on wood, and black and white photograph","皮箱、墨水，木及黑白照片","M+ Sigg Collection, Hong Kong","M+ 希克藏品，香港","[230]","[""Artist""]","[""藝術家""]","[""Open, black leather case containing a stack of six white discs with the largest on the bottom and the smallest on top. Inside the open lid is an annotated photograph of the case and its contents.""]","[{""color"":""#D0D0D4"",""value"":49.6},{""color"":""#302F33"",""value"":10.5},{""color"":""#CDCBC8"",""value"":8.7},{""color"":""#333230"",""value"":8.6},{""color"":""#D9D7D9"",""value"":6.8},{""color"":""#D6D8D8"",""value"":3.7},{""color"":""#767479"",""value"":3.1},{""color"":""#CDCDC8"",""value"":2.5},{""color"":""#2B2D2D"",""value"":2.4}]",0,3.1,0,21.5,0,0,0,71.3,0,0,0,0,"Xiamen Dada","廈門達達",,,"Artist Groups","1986","1989","1986–1989",true
2089,"2012    38",true,"2012.38","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"X? No. 4","X？ 第四號","1987","1987",1987,1987,"overall: 179 × 198 × 4 cm","整體︰179 × 198 × 4 厘米","overall","cm",198,179,4,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong","M+ 希克藏品，香港","[584]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting a pair of latex gloves. The pale gloves are depicted with the fingers pointing down and the cuffs folded over.""]","[{""color"":""#302B28"",""value"":75.4},{""color"":""#696058"",""value"":21}]",18.3,21,0,75.4,0,0,0,0,0,0,0,0,"Pond Society","池社",,,"Artist Groups","1984","1984","1984",true
2090,"2012    39",true,"2012.39","[""Visual Art""]","[""視覺藝術""]","[""Installation""]","[""裝置藝術""]",,,"A Report on the Hepatitis A Infection in 1988","1988年甲肝情况的報告","1988","1988",1988,1988,"overall (approx.): 31.3 × 95.2 cm","整體 （約）︰31.3 × 95.2 厘米","overall","cm",95.2,31.3,,"glass, emulsive gloves, lacquer, and plaster","玻璃、乳膠手套、漆、石膏","M+ Sigg Collection, Hong Kong","M+ 希克藏品，香港","[584]","[""Artist""]","[""藝術家""]","[""Sculpture. Two gloves presented on sheets of glass. On our left are shards of a brown glove in a beige liquid. On our right is a brown glove smeared with beige and blood-red sludge.""]","[{""color"":""#AACDBE"",""value"":46.5},{""color"":""#6A2A09"",""value"":11.4},{""color"":""#3E1304"",""value"":10.2},{""color"":""#42281F"",""value"":7.9},{""color"":""#6D432E"",""value"":5.8},{""color"":""#7C9682"",""value"":5.1},{""color"":""#815309"",""value"":2.8},{""color"":""#755F38"",""value"":1.8},{""color"":""#3F3B35"",""value"":1.6},{""color"":""#433925"",""value"":1.3},{""color"":""#7B7746"",""value"":0.8}]",18.1,9.7,0,1.6,46.5,23.9,1.2,53.3,5.1,3.3,0,0,,,,,,,,,
2091,"2012    40",true,"2012.40","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"X?","X？","1986","1986",1986,1986,"overall: 100.7 × 134.9 × 4 cm","整體︰100.7 × 134.9 × 4 厘米","overall","cm",134.9,100.7,4,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong","M+ 希克藏品，香港","[584]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting of a pair of latex gloves against a black background, overlaid with with identification pointers and corresponding numbers that range from 0 to 22.""]","[{""color"":""#35393C"",""value"":30.5},{""color"":""#2F3136"",""value"":27.2},{""color"":""#7E8481"",""value"":17.1},{""color"":""#6C7274"",""value"":14.9},{""color"":""#B9BEBB"",""value"":2.8},{""color"":""#E8E6E0"",""value"":1.4},{""color"":""#DBDFE0"",""value"":1.4}]",0,34.8,0,57.7,35.6,0,0,2.7,0,0,0,0,"Pond Society","池社",,,"Artist Groups","1984","1984","1984",true
2093,"2012  1389",true,"2012.1389","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"Sinking Mercedes-Benz into Yellow River","將梅賽德斯-奔馳沉入黃河","1997","1997",1997,1997,"overall: 160 × 240 × 3 cm","整體︰160 × 240 × 3 厘米","overall","cm",240,160,3,"laser print on canvas","雷射印刷布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[594]","[""Artist""]","[""藝術家""]","[""Laser print on canvas showing a black car in the centre hoisted by a crane over a river. From a rocky area on our right, the crane's jib rises to the top and extends beyond the frame. Mountains along the river stand in the background.""]","[{""color"":""#413D44"",""value"":36.7},{""color"":""#BDD1D8"",""value"":17.4},{""color"":""#D9D3C7"",""value"":8.1},{""color"":""#687378"",""value"":7.4},{""color"":""#585B65"",""value"":5.2},{""color"":""#92BBD3"",""value"":4.6},{""color"":""#7D756B"",""value"":3.5},{""color"":""#CAB289"",""value"":3.2},{""color"":""#808883"",""value"":3.1},{""color"":""#8A8B7E"",""value"":2.3},{""color"":""#D1D5D2"",""value"":2.1},{""color"":""#D1D1C6"",""value"":2}]",0,21.4,0,36.7,4.6,0,3.2,29.7,0,0,0,0,,,,,,,,,
2094,"2012   409",true,"2012.409","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled","無題","1996","1996",1996,1996,"overall: 65.4 × 50.1 cm","整體︰65.4 × 50.1 厘米","overall","cm",50.1,65.4,,"acrylic on canvas","塑膠彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[206]","[""Artist""]","[""藝術家""]","[""Acrylic painting on canvas depicting a large frog on a pedestal, in the middle of a tiled ground, all rendered in red and white tones against a green background.""]","[{""color"":""#72B78D"",""value"":38.8},{""color"":""#CA716B"",""value"":33.4},{""color"":""#D3B7B1"",""value"":11},{""color"":""#BA3425"",""value"":6.4},{""color"":""#5AA477"",""value"":3.6},{""color"":""#696460"",""value"":2.1}]",39.8,13.2,0,0,45.3,0,0,0,42.5,0,6.6,0,,,,,,,,,
2095,"2012    28",true,"2012.28","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Post-Classical—Death of Marat B","後古典──馬拉之死B","1986","1986",1986,1986,"frame: 154 × 203.2 × 4.8 cm; image: 147.5 × 197 cm","連框︰154 × 203.2 × 4.8 厘米; 圖像︰147.5 × 197 厘米","frame","cm",203.2,154,4.8,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong","M+ 希克藏品，香港","[445]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas in blue and black tones of a stylized depiction of a man slumped in a covered tub gripping a sheet of paper, mirrored at the centreline. The composition is borrowed from Jacques-Louis David’s 1793 painting of the same title.""]","[{""color"":""#2E2F32"",""value"":58.6},{""color"":""#33373A"",""value"":30.4},{""color"":""#768082"",""value"":10.1}]",0,10.1,0,89.1,6.2,0,0,0,0,0,0,0,"Shanghai Abstraction","上海抽象",,,"Artist Movements","1980","2000","1980–2000",true
2096,"2012   238",true,"2012.238","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"Ordinary People No. 1","平常人之一","1997","1997",1997,1997,"sheet: 87.3 × 96.7 cm; image: 75.6 × 86.3 cm","紙本︰87.3 × 96.7 厘米; 圖像︰75.6 × 86.3 厘米","sheet","cm",96.7,87.3,,"woodcut print","木刻版畫","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[142]","[""Artist""]","[""藝術家""]","[""Monochrome woodcut depicting an elderly person's portrait. The face is portrayed with multiple short lines, and deep crevices indicate wrinkles. The hair and body are covered entirely in black.""]","[{""color"":""#262628"",""value"":47.7},{""color"":""#393837"",""value"":13.9},{""color"":""#28292A"",""value"":9.9},{""color"":""#7D7A74"",""value"":9.7},{""color"":""#7F7E78"",""value"":7.5},{""color"":""#CAC7BD"",""value"":7.4}]",0,24.6,0,71.5,0,0,0,0,0,0,0,0,,,,,,,,,
2097,"2012   239",true,"2012.239","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"Yellow Earth No. 5","黄土地 專注","1997","1997",1997,1997,"sheet: 135.2 × 96.3 cm; image: 121.6 × 85.7 cm","紙本︰135.2 × 96.3 厘米; 圖像︰121.6 × 85.7 厘米","sheet","cm",96.3,135.2,,"woodcut print","木刻版畫","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[142]","[""Artist""]","[""藝術家""]","[""Monochrome woodcut depicting an elderly man squatting on the ground, reading a newspaper. A pair of chopsticks and a bowl are on the left, next to the man.""]","[{""color"":""#232323"",""value"":68.7},{""color"":""#707070"",""value"":11.8},{""color"":""#BFC0B8"",""value"":11.2},{""color"":""#82837E"",""value"":6.2}]",1.8,29.1,0,68.7,0,9.3,14,10.3,0,0,0,0,,,,,,,,,
2098,"2012   240",true,"2012.240","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"Ordinary People No. 3","平常人之三","1997","1997",1997,1997,"sheet: 82.1 × 108.6 cm; image: 68.5 × 97.1 cm","紙本︰82.1 × 108.6 厘米; 圖像︰68.5 × 97.1 厘米","sheet","cm",108.6,82.1,,"woodcut print","木刻版畫","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[142]","[""Artist""]","[""藝術家""]","[""Monochrome woodcut depicting an elderly man. His face consists of multiple short lines, and deep crevices indicate wrinkles. The temples of his glasses are raised, and the lenses lean forwards.""]","[{""color"":""#2F2E2D"",""value"":26.5},{""color"":""#242325"",""value"":24},{""color"":""#858580"",""value"":17.2},{""color"":""#C5C5BF"",""value"":15.4},{""color"":""#7B7974"",""value"":10.9},{""color"":""#2C2D2D"",""value"":3.4}]",0,43.4,0,53.9,0,0,0,0,0,0,0,0,,,,,,,,,
2099,"2012   241",true,"2012.241","[""Visual Art""]","[""視覺藝術""]","[""Print""]","[""版畫""]",,,"Ordinary People No. 2","平常人之二","1997","1997",1997,1997,"sheet: 88.2 × 107.2 cm; image: 75.5 × 96.7 cm","紙本︰88.2 × 107.2 厘米; 圖像︰75.5 × 96.7 厘米","sheet","cm",107.2,88.2,,"woodcut print","木刻版畫","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[142]","[""Artist""]","[""藝術家""]","[""Monochrome woodcut depicting an elderly woman with braids. Her face has multiple short lines, and deep crevices indicate wrinkles. Her hair and body are covered entirely in black.""]","[{""color"":""#2F2D2C"",""value"":57.1},{""color"":""#82817A"",""value"":11.6},{""color"":""#7A7771"",""value"":11.2},{""color"":""#C2C1B8"",""value"":6.9},{""color"":""#292829"",""value"":6.8},{""color"":""#C6C3B9"",""value"":6.1}]",0,35.8,0,63.9,0,0,0,0,0,0,0,0,,,,,,,,,
2100,"2012  1444",true,"2012.1444","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Artless","沒有藝術","1999","1999",1999,1999,"sheet: 400 × 210 cm","紙本︰400 × 210 厘米","overall","cm",210,400,,"gouache on paper","水粉紙本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[608]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#D0DCDF"",""value"":36.9},{""color"":""#89BABF"",""value"":10},{""color"":""#E4E6EC"",""value"":9.2},{""color"":""#D9E2DE"",""value"":8.4},{""color"":""#090910"",""value"":5.5},{""color"":""#7B7E8B"",""value"":4.6},{""color"":""#819399"",""value"":3.9},{""color"":""#34211F"",""value"":3.4},{""color"":""#81ADB9"",""value"":2.8},{""color"":""#826D44"",""value"":2.4},{""color"":""#70939E"",""value"":1.2},{""color"":""#734B36"",""value"":1.1},{""color"":""#1E131B"",""value"":1},{""color"":""#312B32"",""value"":0.9},{""color"":""#7C7472"",""value"":0.9},{""color"":""#719CA1"",""value"":0.8},{""color"":""#C19D5D"",""value"":0.8},{""color"":""#8DC2C0"",""value"":0.7},{""color"":""#150F18"",""value"":0.6}]",0,9.3,0,11.4,15.5,3.5,0.8,54.6,0,0,0,0,,,,,,,,,
2102,"2012   623",true,"2012.623","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Old Chinese Doctor","老中醫","1995","1995",1995,1995,"overall: 190 × 170 × 3.5 cm","整體︰190 × 170 × 3.5 厘米","overall","cm",170,190,3.5,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[309]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting two figures in a room with a view of low-rise buildings through the windows in the background. A figure in briefs and with legs apart leans back on a red sofa. On our right stands a hunched figure in a baggy suit and green cap.""]","[{""color"":""#C4B9A5"",""value"":10.2},{""color"":""#B84E49"",""value"":8},{""color"":""#88302F"",""value"":7.7},{""color"":""#C0A25C"",""value"":7.3},{""color"":""#477B30"",""value"":6.7},{""color"":""#BCC7CC"",""value"":6.5},{""color"":""#877251"",""value"":5.9},{""color"":""#333C3E"",""value"":5.1},{""color"":""#2E2B29"",""value"":4.7},{""color"":""#BE941F"",""value"":4.4},{""color"":""#902223"",""value"":3.3},{""color"":""#C8C8C4"",""value"":3.3},{""color"":""#516464"",""value"":3.3},{""color"":""#7C5A45"",""value"":2.9},{""color"":""#27272A"",""value"":2.8},{""color"":""#462D29"",""value"":2.7},{""color"":""#C7C9C7"",""value"":1.9},{""color"":""#334147"",""value"":1.9},{""color"":""#837A6D"",""value"":1.7},{""color"":""#2B4A2D"",""value"":1.3},{""color"":""#668635"",""value"":1.3},{""color"":""#256036"",""value"":1.2},{""color"":""#558113"",""value"":0.9},{""color"":""#68776F"",""value"":0.8}]",21.6,27.7,0,14.5,0,8.8,11.7,0,11.4,0,0,0,,,,,,,,,
2103,"2012  1395",true,"2012.1395","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Red. No.","紅","1995–1996","1995–1996",1995,1996,"overall: 179.4 × 198.8 cm","整體︰179.4 × 198.8 厘米","overall","cm",198.8,179.4,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[596]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#91375E"",""value"":43.6},{""color"":""#B46C8C"",""value"":26},{""color"":""#77153D"",""value"":9.8},{""color"":""#B37192"",""value"":5.7},{""color"":""#A05079"",""value"":4.9},{""color"":""#401C24"",""value"":4.3},{""color"":""#BE95A6"",""value"":3.8}]",14.1,0,0,0,0,0,0,0,0,0,84,0,,,,,,,,,
2104,"2012  1328",true,"2012.1328","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"The mask in '96 No. 3' (Mask Series No.3. 1996)","面具 96 第3號","1996","1996",1996,1996,"overall: 200 × 180 cm","整體︰200 × 180 厘米","overall","cm",180,200,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[567]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting three men in fashionable white suits. The standing men, who all wear white masks, face us with mouths wide open and eyes tightly shut.""]","[{""color"":""#D8C271"",""value"":61.1},{""color"":""#DBD7B2"",""value"":8.1},{""color"":""#7A553E"",""value"":6.2},{""color"":""#CABEA0"",""value"":5.7},{""color"":""#432E22"",""value"":4.8},{""color"":""#D69A7F"",""value"":2.6},{""color"":""#8A7558"",""value"":2.4},{""color"":""#D6CA81"",""value"":2.3},{""color"":""#D26252"",""value"":1.2},{""color"":""#393024"",""value"":1.1}]",1.2,12.7,0,1.1,0,13.3,69.4,14.6,0,10.4,0,0,,,,,,,,,
2105,"2012  1180",true,"2012.1180","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"Untitled","無題","2001","2001",2001,2001,"overall: 196 × 154 cm","整體︰196 × 154 厘米","overall","cm",154,196,,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[511]","[""Artist""]","[""藝術家""]","[]","[{""color"":""#8C703B"",""value"":16.2},{""color"":""#350C0E"",""value"":13.2},{""color"":""#B79D6F"",""value"":13.1},{""color"":""#391816"",""value"":10.7},{""color"":""#CDC1B1"",""value"":6.6},{""color"":""#6E7443"",""value"":5.5},{""color"":""#864F30"",""value"":5},{""color"":""#783231"",""value"":4.8},{""color"":""#6E6938"",""value"":4.5},{""color"":""#661A13"",""value"":3.9},{""color"":""#723317"",""value"":3.9},{""color"":""#4A4122"",""value"":3.2},{""color"":""#B78868"",""value"":3.1},{""color"":""#6C7647"",""value"":1.7}]",32.6,6.6,0,0,0,40,16.2,0,0,0,0,0,,,,,,,,,
2106,"2012   328",true,"2012.328","[""Visual Art""]","[""視覺藝術""]","[""Painting""]","[""繪畫""]",,,"The Last Three Minutes","地球的最後三分鐘","2000","2000–2001",2000,2000,"overall: 149 × 199 × 1.9 cm","整體︰149 × 199 × 1.9 厘米","overall","cm",199,149,1.9,"oil on canvas","油彩布本","M+ Sigg Collection, Hong Kong. By donation","M+ 希克藏品（捐贈），香港","[175]","[""Artist""]","[""藝術家""]","[""Oil painting on canvas depicting a nude female figure glancing over her shoulder as she runs from a distant burgeoning mushroom cloud.""]","[{""color"":""#535F74"",""value"":29},{""color"":""#303745"",""value"":28.5},{""color"":""#7C8799"",""value"":26.4},{""color"":""#A0A7B3"",""value"":12.1}]",0,38.5,29,28.5,0,0,0,0,0,0,0,0,,,,,,,,,
